"Table 1.1.6. Real Gross Domestic Product, Chained Dollars"
13,"        Residential",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,892.2,857.1,802.6,735.8,677.3,646.6,613.8,554.1,500.3,469.6,491.4,490.4,474.6,499.2,455.0,462.5,461.0,466.2,474.6,486.9,516.3,520.8,534.1,562.0,583.3,603.0,614.0,604.2,601.6,621.4,630.8,653.4,666.3,684.1,705.6,716.6,739.0,741.3,739.3,748.9,766.5,770.8,771.3,787.0,772.1,777.4,770.1,754.6,747.0,757.9,769.1,771.0,796.8,737.3,837.0,893.9,915.0,904.7,898.4,897.3,893.1,859.9,796.3,741.2,731.1,727.1,738.9,740.8
14,"    Change in private inventories",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,29.7,54.9,36.3,31.2,-6.8,-29.6,-14.8,-78.1,-167.7,-219.1,-236.8,-57.5,-6.9,35.3,120.3,68.9,29.1,65.5,-14.9,97.7,77.8,89.5,85.5,24.0,75.9,79.5,137.3,121.4,58.3,92.8,106.0,83.2,169.4,145.3,120.3,99.6,62.4,19.2,-3.7,55.6,7.0,26.0,55.5,42.1,34.1,0.5,92.9,89.8,114.4,74.9,67.1,28.8,-36.8,-274.1,105.7,85.7,-25.8,-138.4,7.3,207.1,197.0,92.7,70.7,151.9,27.2,14.9,77.8,82.7
15,Net exports of goods and services,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,-676.6,-663.6,-623.3,-560.1,-540.1,-463.7,-442.4,-469.0,-397.5,-304.4,-324.0,-328.8,-341.8,-400.8,-426.8,-382.6,-377.1,-352.1,-350.6,-366.7,-353.3,-341.8,-342.0,-316.6,-303.4,-319.5,-318.8,-275.6,-329.7,-339.9,-335.4,-385.3,-443.6,-458.9,-496.2,-507.1,-510.3,-496.3,-479.5,-537.2,-525.1,-544.6,-541.8,-561.9,-558.5,-549.0,-622.4,-644.3,-625.4,-646.5,-633.1,-565.0,-562.0,-553.0,-729.6,-809.1,-863.1,-910.0,-966.5,-995.6,-1141.1,-1116.2,-981.2,-965.6,-935.1,-928.2,-930.7,-908.2
16,"    Exports",337.5,338.4,350.6,372.7,383.1,390.3,389.5,387.1,394.4,396.5,388.1,389.8,372.9,375.1,358.5,342.1,347.6,348.6,353.9,361.0,368.5,377.7,386.0,393.9,394.9,394.1,388.3,399.9,412.5,416.9,426.4,442.4,442.8,461.0,481.0,499.0,526.7,541.4,552.1,569.0,585.9,611.6,617.8,627.2,654.4,662.6,667.6,673.5,677.6,702.3,718.9,735.1,748.4,748.7,764.6,768.4,770.2,779.4,777.3,802.3,810.2,837.6,868.9,889.0,906.1,918.8,958.6,972.2,983.9,999.9,1008.0,1070.9,1091.2,1134.8,1161.1,1159.4,1164.8,1152.0,1146.7,1189.3,1185.4,1200.1,1236.3,1262.7,1280.9,1319.9,1351.6,1338.1,1321.3,1282.5,1216.9,1174.6,1200.2,1236.0,1239.9,1221.6,1217.8,1220.0,1253.3,1309.7,1339.3,1367.4,1371.9,1404.5,1430.8,1462.8,1462.5,1507.8,1569.0,1598.1,1596.0,1656.6,1689.4,1715.0,1768.6,1809.2,1838.0,1892.0,1883.6,1772.8,1631.3,1642.0,1702.7,1796.5,1836.9,1877.3,1931.0,1983.8,2000.8,2034.7,2062.7,2078.4,2103.7,2124.5,2137.5,2139.5,2150.6,2170.1,2188.7,2251.8,2230.2,2278.4,2287.8,2306.7,2288.5,2294.6,2276.1,2273.0,2266.5,2284.1,2321.1,2303.8,2359.9,2367.9,2381.8,2443.5,2459.3,2472.7,2441.8,2451.9,2478.2,2460.8,2464.2,2472.7,2371.4,1868.2,2107.6,2232.1,2237.0,2248.1,2256.4,2382.0,2354.1,2414.1,2506.2,2484.1,2525.4,2464.7,2497.3,2535.6
17,"        Goods",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1113.2,1128.9,1159.8,1184.8,1207.3,1248.6,1249.6,1150.5,1030.5,1024.8,1075.1,1149.6,1183.3,1217.5,1246.3,1282.7,1296.4,1316.0,1328.4,1357.2,1363.8,1380.5,1388.7,1374.5,1383.7,1405.2,1412.8,1467.3,1441.7,1479.6,1494.4,1506.8,1478.2,1487.6,1472.7,1464.2,1471.6,1471.5,1498.2,1499.6,1532.4,1528.3,1534.9,1591.0,1598.4,1633.5,1600.8,1615.8,1634.2,1598.6,1610.7,1615.9,1598.4,1212.8,1454.0,1545.1,1544.5,1542.7,1535.7,1629.9,1593.0,1628.4,1709.7,1682.0,1730.5,1656.8,1687.7,1707.2
18,"        Services",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,571.9,582.0,605.5,621.3,626.8,638.0,627.3,621.9,605.7,624.6,633.0,649.8,655.1,659.8,685.7,701.7,704.4,719.2,736.3,718.9,739.8,743.2,748.0,767.5,768.9,765.1,776.8,783.1,789.0,798.3,791.7,798.3,810.4,806.8,803.4,809.2,795.0,812.5,822.9,804.2,827.5,839.5,846.9,852.5,860.9,838.9,841.0,836.1,844.1,861.8,853.4,856.6,774.9,653.4,657.8,691.3,695.9,708.2,723.5,754.8,764.8,790.0,799.6,805.6,798.5,810.7,812.8,831.5
19,"    Imports",389.5,391.6,385.6,394.0,394.3,365.6,339.3,357.5,372.8,373.3,369.1,379.6,368.8,362.8,379.6,364.7,373.0,401.7,433.0,454.3,490.8,511.3,524.6,539.9,528.0,554.0,548.6,570.1,569.5,593.8,610.2,615.0,611.3,626.6,638.9,653.5,650.5,643.0,658.1,678.2,681.4,684.6,683.7,696.0,718.1,716.9,714.0,694.8,686.9,699.1,718.8,734.7,740.0,752.2,764.0,782.3,799.3,815.8,826.5,859.7,879.8,912.6,938.2,964.6,985.8,995.1,998.6,1011.3,1044.2,1067.6,1102.2,1123.9,1171.9,1211.2,1255.9,1283.0,1331.1,1361.6,1380.0,1424.7,1464.9,1507.0,1561.5,1601.4,1661.9,1714.8,1776.5,1779.1,1756.1,1699.9,1661.4,1644.2,1690.9,1747.5,1769.8,1801.5,1793.7,1819.8,1848.3,1907.0,1960.5,2037.7,2065.9,2114.1,2132.3,2160.8,2172.9,2243.0,2289.1,2311.9,2335.0,2332.0,2366.0,2378.6,2391.9,2369.3,2378.2,2355.7,2325.9,2241.8,2028.7,1946.4,2026.7,2125.3,2178.7,2278.1,2357.8,2366.4,2378.0,2386.9,2413.3,2445.0,2457.1,2466.2,2479.5,2456.1,2454.0,2489.6,2507.5,2527.3,2559.9,2618.2,2623.2,2692.0,2732.1,2753.5,2772.3,2780.1,2776.8,2780.4,2800.7,2841.0,2885.0,2912.4,2923.6,3005.4,3017.8,3021.7,3064.2,3096.2,3103.6,3107.3,3097.3,3037.7,2933.5,2421.1,2837.2,3041.2,3100.0,3158.1,3223.0,3377.6,3495.2,3530.3,3487.4,3449.6,3460.5,3392.9,3428.0,3443.8
20,"        Goods",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1922.6,1930.9,1937.9,1918.6,1917.1,1901.0,1865.5,1774.2,1576.7,1496.3,1570.8,1660.2,1711.2,1805.4,1873.5,1883.2,1901.3,1900.6,1919.9,1952.6,1963.1,1969.7,1982.1,1963.0,1972.6,2005.0,2022.2,2036.3,2061.4,2119.1,2124.4,2178.4,2226.4,2243.3,2254.6,2249.9,2249.7,2251.3,2262.9,2309.6,2338.1,2356.3,2348.7,2436.5,2461.4,2466.7,2510.4,2527.7,2521.4,2524.9,2516.6,2458.5,2397.6,2024.4,2420.9,2589.2,2643.5,2670.2,2680.1,2813.7,2910.4,2925.6,2870.3,2838.6,2851.6,2804.3,2844.7,2850.1
21,"        Services",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,440.6,445.3,452.2,448.9,460.9,453.9,463.1,476.0,464.0,463.7,468.7,476.6,477.9,480.7,491.7,490.1,481.6,492.7,500.4,497.6,499.1,501.8,502.4,498.2,484.2,486.7,486.9,492.9,500.6,499.5,499.1,514.3,505.3,509.9,517.6,530.5,527.2,529.0,537.8,531.3,546.9,556.2,574.8,568.9,556.3,555.0,553.7,568.5,582.1,582.4,580.6,578.3,535.6,398.9,421.8,457.3,462.0,492.2,545.4,566.7,587.6,607.5,619.5,613.4,611.5,591.8,587.6,597.4
22,Government consumption expenditures and gross investment,1802.2,1819.7,1825.0,1837.0,1864.0,1867.7,1842.2,1841.8,1866.5,1870.1,1863.6,1887.3,1885.2,1892.4,1907.5,1936.9,1955.6,1971.7,2005.7,1973.6,1994.5,2037.8,2054.3,2097.4,2120.3,2167.3,2216.7,2225.9,2243.5,2290.2,2340.1,2330.4,2344.1,2362.3,2364.8,2400.2,2380.2,2387.3,2387.6,2433.9,2423.2,2460.4,2482.6,2495.0,2534.9,2538.9,2543.0,2560.0,2575.2,2585.7,2578.5,2559.6,2582.3,2577.3,2593.7,2593.4,2561.2,2561.5,2565.1,2574.2,2542.3,2554.9,2598.0,2575.4,2584.4,2593.1,2586.3,2559.2,2576.1,2608.2,2608.2,2626.2,2612.6,2646.4,2658.7,2672.0,2662.4,2709.1,2729.5,2745.6,2765.0,2775.0,2808.4,2852.1,2831.9,2859.8,2847.8,2865.2,2910.0,2960.5,2957.6,3006.6,3059.3,3082.8,3098.6,3121.4,3124.1,3152.7,3159.9,3178.9,3193.3,3201.8,3207.8,3205.8,3221.7,3219.8,3230.4,3232.9,3273.9,3272.7,3267.7,3294.6,3299.1,3329.1,3344.2,3371.0,3378.7,3407.8,3435.1,3458.8,3498.1,3549.0,3558.5,3565.2,3549.8,3560.6,3535.4,3512.9,3469.8,3446.1,3396.9,3394.6,3380.2,3362.3,3357.2,3324.1,3293.1,3288.9,3272.8,3247.6,3233.6,3238.0,3259.9,3257.5,3277.2,3309.3,3326.8,3341.1,3371.6,3369.0,3383.7,3389.6,3380.2,3389.8,3394.0,3424.5,3431.7,3456.3,3483.6,3488.4,3535.4,3588.9,3629.0,3652.1,3691.9,3768.9,3709.7,3691.5,3743.1,3701.8,3688.2,3685.8,3658.8,3641.2,3667.0,3714.8,3758.8,3789.8,3843.4,3874.4
23,"    Federal",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1185.5,1205.0,1215.5,1235.8,1254.6,1281.4,1298.0,1314.9,1332.3,1363.9,1376.4,1396.9,1412.5,1431.0,1424.5,1422.3,1402.2,1396.8,1366.4,1371.5,1371.4,1360.5,1363.3,1336.2,1306.0,1295.9,1277.8,1256.0,1254.9,1247.7,1262.1,1243.1,1248.0,1251.9,1250.8,1260.2,1261.1,1254.8,1261.4,1262.5,1257.2,1263.9,1263.1,1280.0,1293.0,1302.3,1319.1,1325.3,1336.2,1354.7,1373.2,1376.4,1393.8,1493.5,1445.2,1438.1,1499.1,1464.8,1439.1,1446.5,1420.9,1406.9,1411.2,1444.5,1462.8,1466.9,1492.3,1501.6
24,"        National defense",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,752.6,769.6,774.5,788.4,801.3,815.8,834.3,846.8,849.4,871.3,878.0,887.9,892.9,899.2,897.4,899.7,883.2,886.9,874.8,867.3,861.7,851.1,853.3,826.7,806.7,802.3,786.5,774.0,764.4,759.7,769.7,747.8,745.6,747.5,740.3,746.0,743.2,735.8,743.3,742.2,739.1,749.8,746.8,757.5,760.2,767.2,779.3,791.8,809.4,807.7,820.9,825.6,833.5,835.3,834.5,852.0,836.3,826.3,819.7,809.7,795.3,797.1,796.6,811.5,815.4,820.1,836.8,838.6
25,"        Nondefense",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,431.8,434.1,439.8,446.2,452.0,464.4,462.1,466.4,481.5,491.2,497.0,507.7,518.5,530.7,525.9,521.3,517.8,508.5,490.1,503.0,508.8,508.5,509.1,508.9,498.7,493.0,490.8,481.5,490.2,487.7,492.0,495.1,502.3,504.3,510.4,514.2,517.9,519.0,518.1,520.3,518.1,514.1,516.3,522.5,532.8,535.2,539.8,533.6,527.0,547.0,552.3,550.8,560.3,657.9,610.6,586.1,662.7,638.3,619.3,636.8,625.6,609.6,614.5,633.0,647.4,646.7,655.5,662.9
26,"    State and local",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2120.6,2130.6,2134.9,2140.6,2128.8,2130.3,2140.8,2147.4,2169.1,2187.9,2184.6,2169.8,2137.8,2129.5,2110.6,2090.2,2067.3,2048.8,2030.4,2022.8,2008.2,2001.4,1993.4,1987.8,1987.2,1993.1,1995.1,1991.6,1978.8,1990.3,1997.9,2014.4,2029.1,2057.3,2075.9,2080.8,2110.5,2114.2,2122.3,2127.2,2123.1,2125.9,2130.9,2144.5,2138.7,2154.0,2164.7,2163.2,2199.3,2234.3,2256.0,2275.6,2298.0,2277.1,2265.5,2254.5,2247.0,2239.2,2250.1,2240.9,2238.4,2234.1,2255.1,2270.8,2296.5,2323.0,2351.4,2373.0
27,Residual,-14.9,-19.7,-15.9,-16.9,-17.8,-23.8,-22.3,-5.4,22.0,2.3,26.9,-2.9,-51.7,-47.1,-79.6,-118.4,-112.2,-102.5,-102.7,-67.5,-48.7,-50.2,-46.9,-65.8,-76.9,-92.0,-105.5,-96.2,-93.5,-120.0,-145.4,-137.7,-126.3,-129.3,-127.2,-103.3,-108.0,-87.8,-88.5,-93.0,-69.9,-71.1,-75.8,-83.3,-85.7,-82.3,-87.5,-101.1,-111.1,-108.9,-102.9,-88.2,-95.0,-80.0,-78.8,-73.6,-65.7,-66.3,-72.8,-60.2,-45.0,-31.6,-44.1,-27.6,-27.2,-35.4,-25.1,-11.5,-15.0,-5.0,4.0,10.3,12.5,29.3,29.7,28.2,38.4,23.2,26.7,36.7,38.3,34.8,38.3,41.4,36.2,51.3,44.5,42.0,23.3,21.5,13.0,-8.3,-7.5,-7.1,-10.0,-16.3,-13.1,-15.2,-5.8,0.2,-2.7,1.2,3.2,6.9,14.6,10.3,12.6,16.0,17.8,15.2,10.7,9.7,-84.1,-88.9,-83.8,-73.5,-82.9,-75.9,-78.2,-129.9,-111.8,-90.8,-71.5,-69.2,-62.0,-71.2,-57.2,-45.6,-43.5,-37.2,-48.6,-28.0,-26.9,-27.4,-20.6,-28.2,-14.0,-15.1,-7.6,1.2,-7.7,-2.9,-0.5,-16.8,-7.8,-4.3,-8.1,-6.8,-7.2,-1.8,-0.1,2.2,-1.3,-0.4,1.3,0.4,0.3,-3.4,2.5,-2.5,-6.6,-7.6,-4.0,-3.5,-0.4,-7.9,-33.1,-19.0,-30.2,-34.0,-11.8,15.0,13.5,-1.6,-28.9,-37.3,-38.2,-30.3,-19.5,-23.6

Legend/Footnotes
"Note. Chained (2017) dollar series are calculated as the product of the chain-type quantity index and the 2017 current-dollar value of the corresponding series, divided by 100. Because the formula for the chain-type quantity indexes uses weights of more than one period, the corresponding chained-dollar estimates are usually not additive. The residual line is the difference between the first line and the sum of the most detailed lines."
